Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TL_Amazon_Searchitem_Testsuite_003,Chrome 120.0.0.0,,,22-01-2024 16:53:39,22-01-2024 16:54:50,1m - 11.483s,PASSED
,,,,,,,
Test Cases/Amazon/TC_Amazon_Validation_Search item-003,Chrome 120.0.0.0,,,22-01-2024 16:54:08,22-01-2024 16:54:50,41.756s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 120.0.0.0,,,22-01-2024 16:54:08,22-01-2024 16:54:12,3.687s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,22-01-2024 16:54:12,22-01-2024 16:54:13,1.011s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 120.0.0.0,,,22-01-2024 16:54:13,22-01-2024 16:54:14,1.362s,PASSED
"setText(findTestObject(""Object Repository/Amazon_Search item_OR/Page_Amazon.com/input_field-keywords""), ""FHPTTU"")",Chrome 120.0.0.0,,,22-01-2024 16:54:14,22-01-2024 16:54:15,0.621s,PASSED
"click(findTestObject(""Object Repository/Amazon_Search item_OR/Page_Amazon.com/button_Continue shopping""))",Chrome 120.0.0.0,,,22-01-2024 16:54:15,22-01-2024 16:54:16,0.551s,PASSED
"click(findTestObject(""Object Repository/Amazon_Search item_OR/Page_Amazon.com. Spend less. Smile more/span_Hello, sign in""))",Chrome 120.0.0.0,,,22-01-2024 16:54:16,22-01-2024 16:54:32,16.058s,PASSED
"setText(findTestObject(""Object Repository/Amazon_Search item_OR/Page_Amazon Sign-In/input_email""), ""sivakumarkottana2000@gmail.com"")",Chrome 120.0.0.0,,,22-01-2024 16:54:32,22-01-2024 16:54:33,0.838s,PASSED
"click(findTestObject(""Object Repository/Amazon_Search item_OR/Page_Amazon Sign-In/inputcontinue""))",Chrome 120.0.0.0,,,22-01-2024 16:54:33,22-01-2024 16:54:34,1.689s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazon_Search item_OR/Page_Amazon Sign-In/input_password""), ""DTj8m5Ry/xZVxpyMM/dUZQ=="")",Chrome 120.0.0.0,,,22-01-2024 16:54:34,22-01-2024 16:54:35,0.859s,PASSED
"click(findTestObject(""Object Repository/Amazon_Search item_OR/Page_Amazon Sign-In/inputsignInSubmit""))",Chrome 120.0.0.0,,,22-01-2024 16:54:35,22-01-2024 16:54:35,0.347s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Amazon_Search item_OR/Page_Amazon.com. Spend less. Smile more/select_All Departments        Arts  Crafts _135c92""), ""search-alias=stripbooks-intl-ship"", true)",Chrome 120.0.0.0,,,22-01-2024 16:54:35,22-01-2024 16:54:43,7.548s,PASSED
"setText(findTestObject(""Object Repository/Amazon_Search item_OR/Page_Amazon.com. Spend less. Smile more/input_field-keywords""), ""da vinci code"")",Chrome 120.0.0.0,,,22-01-2024 16:54:43,22-01-2024 16:54:44,0.956s,PASSED
"click(findTestObject(""Object Repository/Amazon_Search item_OR/Page_Amazon.com. Spend less. Smile more/inputnav-search-submit-button""))",Chrome 120.0.0.0,,,22-01-2024 16:54:44,22-01-2024 16:54:50,5.815s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,22-01-2024 16:54:50,22-01-2024 16:54:50,0.243s,PASSED
